#lineID, stationID, statusN, statusS, timestamp
0, 0, L, M, 2:35
0, 1, L, L, 2:35
0, 2, M, M, 2:35
0, 3, L, L, 2:35
0, 4, L, L, 2:35
0, 5, L, L, 2:35
0, 6, L, L, 2:35
0, 7, L, L, 2:35
0, 8, L, L, 2:35
0, 9, L, L, 2:35
0, 10, L, L, 2:35
0, 11, M, L, 2:35
0, 12, L, M, 2:35
0, 13, L, L, 2:35
0, 14, L, L, 2:35
0, 15, L, L, 2:35
0, 16, L, L, 2:35
0, 17, L, L, 2:35
0, 18, L, L, 2:35
0, 19, L, L, 2:35
0, 20, L, L, 2:35
0, 21, L, L, 2:35
0, 22, L, L, 2:35
0, 23, L, L, 2:35
0, 24, L, L, 2:35
0, 25, L, L, 2:35
0, 26, L, L, 2:35
0, 27, L, L, 2:35
0, 28, L, L, 2:35
0, 29, L, L, 2:35
0, 30, L, L, 2:35
0, 31, L, L, 2:35
0, 32, L, L, 2:35
0, 33, L, L, 2:35
0, 34, L, L, 2:35
0, 35, L, L, 2:35
0, 36, L, L, 2:35
1, 0, L, L, 2:35
1, 1, L, L, 2:35
1, 2, L, L, 2:35
1, 3, L, L, 2:35
1, 4, L, L, 2:35
1, 5, L, L, 2:35
1, 6, L, L, 2:35
1, 7, L, L, 2:35
1, 8, L, L, 2:35
1, 9, L, L, 2:35
1, 10, L, L, 2:35
1, 11, L, L, 2:35
2, 0, M, M, 2:35
2, 1, M, M, 2:35
2, 2, L, L, 2:35
2, 3, L, M, 2:35
2, 4, M, M, 2:35
2, 5, L, M, 2:35
2, 6, L, M, 2:35
2, 7, L, L, 2:35
2, 8, L, L, 2:35
2, 9, L, L, 2:35
2, 10, L, L, 2:35
2, 11, L, L, 2:35
2, 12, L, L, 2:35
2, 13, L, L, 2:35
2, 14, L, L, 2:35
2, 15, M, M, 2:35
2, 16, L, L, 2:35
2, 17, L, L, 2:35
2, 18, L, L, 2:35
2, 19, L, L, 2:35
2, 20, L, L, 2:35
2, 21, L, L, 2:35
2, 22, L, L, 2:35
2, 23, L, L, 2:35
2, 24, L, L, 2:35
3, 0, L, L, 2:35
3, 1, L, M, 2:35
3, 2, L, L, 2:35
3, 3, L, L, 2:35
3, 4, L, L, 2:35
3, 5, M, M, 2:35
3, 6, L, L, 2:35
3, 7, L, M, 2:35
4, 0, L, M, 2:35
4, 1, L, L, 2:35
4, 2, L, L, 2:35
4, 3, L, L, 2:35
4, 4, L, L, 2:35
4, 5, L, M, 2:35
4, 6, L, L, 2:35
4, 7, L, L, 2:35
4, 8, M, L, 2:35
4, 9, L, L, 2:35
4, 10, M, M, 2:35
4, 11, L, L, 2:35
4, 12, L, L, 2:35
4, 13, L, L, 2:35
4, 14, L, L, 2:35
4, 15, L, M, 2:35
4, 16, M, M, 2:35
4, 17, L, L, 2:35
4, 18, L, L, 2:35
5, 0, L, L, 2:35
5, 1, L, L, 2:35
5, 2, L, L, 2:35
5, 3, L, L, 2:35
5, 4, L, L, 2:35
5, 5, L, L, 2:35
5, 6, L, L, 2:35
5, 7, L, L, 2:35
5, 8, L, L, 2:35
5, 9, L, L, 2:35
5, 10, L, L, 2:35
5, 11, M, M, 2:35
5, 12, L, L, 2:35
5, 13, L, L, 2:35
5, 14, L, L, 2:35
6, 0, M, M, 2:35
6, 1, L, L, 2:35
6, 2, L, L, 2:35
6, 3, L, L, 2:35
6, 4, L, L, 2:35
6, 5, L, L, 2:35
6, 6, L, L, 2:35
7, 0, M, M, 2:35
7, 1, L, L, 2:35
7, 2, L, L, 2:35
7, 3, L, L, 2:35
7, 4, L, L, 2:35
7, 5, L, M, 2:35
7, 6, L, L, 2:35
7, 7, L, M, 2:35
7, 8, L, L, 2:35
7, 9, M, M, 2:35
7, 10, M, M, 2:35
7, 11, L, L, 2:35
8, 0, L, L, 2:35
8, 1, L, L, 2:35
8, 2, L, L, 2:35
8, 3, L, L, 2:35
8, 4, L, L, 2:35
8, 5, L, L, 2:35
8, 6, L, L, 2:35
