#lineID, stationID, statusN, statusS, timestamp
0, 0, L, M, 3:14
0, 1, L, L, 3:14
0, 2, M, M, 3:14
0, 3, L, L, 3:14
0, 4, L, L, 3:14
0, 5, L, L, 3:14
0, 6, L, L, 3:14
0, 7, L, L, 3:14
0, 8, L, L, 3:14
0, 9, L, L, 3:14
0, 10, H, M, 3:14
0, 11, H, M, 3:14
0, 12, H, M, 3:14
0, 13, H, L, 3:14
0, 14, H, L, 3:14
0, 15, H, L, 3:14
0, 16, H, H, 3:14
0, 17, H, H, 3:14
0, 18, L, H, 3:14
0, 19, L, H, 3:14
0, 20, L, H, 3:14
0, 21, L, H, 3:14
0, 22, M, H, 3:14
0, 23, H, H, 3:14
0, 24, H, H, 3:14
0, 25, H, H, 3:14
0, 26, H, H, 3:14
0, 27, L, L, 3:14
0, 28, H, M, 3:14
0, 29, H, L, 3:14
0, 30, H, L, 3:14
0, 31, H, L, 3:14
0, 32, L, H, 3:14
0, 33, L, H, 3:14
0, 34, L, L, 3:14
0, 35, L, L, 3:14
0, 36, L, L, 3:14
1, 0, L, L, 3:14
1, 1, L, L, 3:14
1, 2, L, L, 3:14
1, 3, L, L, 3:14
1, 4, L, L, 3:14
1, 5, L, L, 3:14
1, 6, M, M, 3:14
1, 7, M, M, 3:14
1, 8, L, L, 3:14
1, 9, L, L, 3:14
1, 10, L, L, 3:14
1, 11, M, L, 3:14
2, 0, M, M, 3:13
2, 1, M, M, 3:13
2, 2, L, L, 3:13
2, 3, L, L, 3:13
2, 4, M, M, 3:13
2, 5, M, M, 3:13
2, 6, L, M, 3:13
2, 7, L, M, 3:13
2, 8, M, M, 3:13
2, 9, M, L, 3:13
2, 10, L, L, 3:13
2, 11, L, L, 3:13
2, 12, L, L, 3:13
2, 13, L, L, 3:13
2, 14, M, L, 3:13
2, 15, M, M, 3:13
2, 16, L, M, 3:13
2, 17, L, L, 3:13
2, 18, L, L, 3:13
2, 19, L, L, 3:13
2, 20, L, L, 3:13
2, 21, L, L, 3:13
2, 22, L, L, 3:13
2, 23, M, L, 3:13
2, 24, M, M, 3:13
3, 0, L, L, 3:13
3, 1, M, M, 3:13
3, 2, M, M, 3:13
3, 3, M, L, 3:13
3, 4, M, L, 3:13
3, 5, M, M, 3:13
3, 6, L, M, 3:13
3, 7, L, M, 3:13
4, 0, L, L, 3:10
4, 1, L, L, 3:10
4, 2, M, L, 3:10
4, 3, H, L, 3:10
4, 4, H, H, 3:10
4, 5, H, H, 3:10
4, 6, H, H, 3:10
4, 7, L, H, 3:10
4, 8, H, M, 3:10
4, 9, H, L, 3:10
4, 10, H, H, 3:10
4, 11, H, H, 3:10
4, 12, H, H, 3:10
4, 13, L, H, 3:10
4, 14, H, L, 3:10
4, 15, H, L, 3:10
4, 16, H, H, 3:10
4, 17, H, H, 3:10
4, 18, L, H, 3:10
5, 0, M, M, 3:16
5, 1, M, M, 3:16
5, 2, L, L, 3:16
5, 3, L, L, 3:16
5, 4, L, L, 3:16
5, 5, L, L, 3:16
5, 6, M, H, 3:16
5, 7, M, H, 3:16
5, 8, M, H, 3:16
5, 9, M, H, 3:16
5, 10, M, M, 3:16
5, 11, L, M, 3:16
5, 12, L, L, 3:16
5, 13, L, L, 3:16
5, 14, L, L, 3:16
6, 0, L, L, 2:48
6, 1, L, L, 2:48
6, 2, L, L, 2:48
6, 3, L, L, 2:48
6, 4, L, L, 2:48
6, 5, L, L, 2:48
6, 6, L, L, 2:48
7, 0, L, L, 2:48
7, 1, L, L, 2:48
7, 2, L, L, 2:48
7, 3, L, L, 2:48
7, 4, L, L, 2:48
7, 5, M, M, 2:48
7, 6, M, M, 2:48
7, 7, L, M, 2:48
7, 8, L, L, 2:48
7, 9, M, M, 2:48
7, 10, M, M, 2:48
7, 11, M, M, 2:48
8, 0, L, L, 3:14
8, 1, L, L, 3:14
8, 2, L, L, 3:14
8, 3, L, L, 3:14
8, 4, L, L, 3:14
8, 5, L, L, 3:14
8, 6, L, L, 3:14
